ref,state,constituency,img_link,won_status,votes,votes_percentage,name,party_name
7219,Maharashtra,Shirur(36),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/AMARM-2024-20240429053903.jpg,lost,888,( -697804),AMAR MACHINDRA BORHADE,Independent
7220,Maharashtra,Shirur(36),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/TUKAR-2024-20240429052955.jpg,lost,882,( -697810),TUKARAM NAMDEO DAPHAL,Sainik Samaj Party
7221,Maharashtra,Shirur(36),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/RAVIN-2024-20240429054523.jpg,lost,870,( -697822),RAVINDRA MOTIRAM SIRSAM,Independent
7222,Maharashtra,Shirur(36),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/PANDU-2024-20240429054341.jpg,lost,819,( -697873),PANDURANG BHAGWAN WAGHOLE,Independent
7223,Maharashtra,Shirur(36),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/SANJA-2024-20240429053641.jpg,lost,784,( -697908),SANJAY LAXMAN PADWAL,Bhartiya Navjawan Sena (Paksha)
7224,Maharashtra,Shirur(36),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/HARID-2024-20240429053741.jpg,lost,723,( -697969),HARIDAS CHANDAR BHISE,Bharatiya Lokvikas Party
7225,Maharashtra,Shirur(36),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/SALIM-2024-20240429054700.jpg,lost,671,( -698021),SALIM BABA SAYYAD,Independent
7226,Maharashtra,Shirur(36),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/PRAKA-2024-20240429054406.jpg,lost,603,( -698089),PRAKASH SUKHADEO JAMDHADE,Independent
7227,Maharashtra,Shirur(36),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/WAKHA-2024-20240429054619.jpg,lost,574,( -698118),WAKHARE PRADIP PANDURANG,Independent
7228,Maharashtra,Shirur(36),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/RAHUL-2024-20240429054555.jpg,lost,526,( -698166),RAHUL ARJUN HORE,Independent
7229,Maharashtra,Shirur(36),img/nota.jpg,,9661,( -689031),NOTA,None of the Above
7230,Maharashtra,Baramati(35),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/SUPRI-2024-5502.jpg,won,732312,(+ 158333),SUPRIYA SULE,Nationalist Congress Party – Sharadchandra Pawar
7231,Maharashtra,Baramati(35),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/SUNET-2024-5527.jpg,lost,573979,( -158333),SUNETRA AJITDADA PAWAR,Nationalist Congress Party
7232,Maharashtra,Baramati(35),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/SHRI-2024-4540.jpg,lost,15663,( -716649),MAHESH SITARAM BHAGWAT,Independent
7233,Maharashtra,Baramati(35),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/SOYAL-2024-5647.jpg,lost,14917,( -717395),SHAIKH SOYALSHAHA YUNUSSHAHA,Independent
7234,Maharashtra,Baramati(35),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/PRIYA-2024-5642.jpg,lost,10030,( -722282),PRIYADARSHANI NANDKUMAR KOKARE,Bahujan Samaj Party
7235,Maharashtra,Baramati(35),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/SACHI-2024-20240415041530.jpg,lost,6633,( -725679),SACHIN SHANKAR AGAWANE,Independent
7236,Maharashtra,Baramati(35),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/TRISH-2024-4383.jpg,lost,5036,( -727276),KAMBLE TRISHALA,Bahujan Samaj Party  (Ambedkar)
7237,Maharashtra,Baramati(35),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/SUNIT-2024-6651.jpg,lost,4151,( -728161),SUNITA PAWAR,Independent
7238,Maharashtra,Baramati(35),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/GAJAN-2024-5616.jpg,lost,2995,( -729317),GAJANAN UTTAM GAWALI (PATIL),Independent
7239,Maharashtra,Baramati(35),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/MANOJ-2024-5628.jpg,lost,2610,( -729702),MANOJ BALASAHEB RASAL,Independent
7240,Maharashtra,Baramati(35),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/SHRI-2024-4915.jpg,lost,2418,( -729894),MAHADEV SAHEBRAO KHENGARE - PATIL,Bhartiya Navjawan Sena (Paksha)
7241,Maharashtra,Baramati(35),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/PRADI-2024-6667.jpg,lost,2235,( -730077),PRADEEP RAMCHANDRA MANE,Independent
7242,Maharashtra,Baramati(35),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/SHIVA-2024-5625.jpg,lost,2164,( -730148),SHIVAJI JAYSING KOKRE,Independent
7243,Maharashtra,Baramati(35),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/NAMDE-2024-5611.jpg,lost,2134,( -730178),PROF. NAMDEORAO JADHAV,Independent
7244,Maharashtra,Baramati(35),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/RAJUP-2024-6674.jpg,lost,2009,( -730303),RAJENDRA PANDURANG BHOSALE,People’s Union Party
7245,Maharashtra,Baramati(35),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/KALYA-2024-20240419111807.jpg,lost,1975,( -730337),KALYANI SUJITKUMAR WAGHMODE,Independent
7246,Maharashtra,Baramati(35),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/DASHR-2024-5633.jpg,lost,1834,( -730478),DASHRATH NANA RAUT,Bharatiya Praja Surajya Paksha
7247,Maharashtra,Baramati(35),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/SHRIA-2024-4931.jpg,lost,1663,( -730649),ANKUSH DNYANESHAWAR PILANE,Independent
7248,Maharashtra,Baramati(35),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/SANDI-2024-4550.jpg,lost,1624,( -730688),SANDIP ABAJI DEOKATE,Independent
7249,Maharashtra,Baramati(35),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/DATTA-2024-6213.jpg,lost,1434,( -730878),DATTATRAY RAMBHAU CHANDARE,Independent
7250,Maharashtra,Baramati(35),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/SHAIL-2024-4925.jpg,lost,1392,( -730920),SHAILENDRA ALIAS SANDEEP KARANJAWANE,Independent
7251,Maharashtra,Baramati(35),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/SHUBH-2024-20240423012429.jpg,lost,1292,( -731020),SHUBHANGI DHAYGUDE,Independent
7252,Maharashtra,Baramati(35),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/DRSO-2024-6678.jpg,lost,1169,( -731143),DR. SOMNATH ALIAS BALASAHEB ARJUN POL,Independent
7253,Maharashtra,Baramati(35),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/ROHID-2024-6659.jpg,lost,1130,( -731182),ROHIDAS BALASO KONDAKE,Bahujan Republican  Socialist Party
7254,Maharashtra,Baramati(35),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/MILIN-2024-6670.jpg,lost,1099,( -731213),MILIND VITTHAL SHINDE,Independent
7255,Maharashtra,Baramati(35),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/SHRI-2024-4697.jpg,lost,1012,( -731300),SURESHDADA BABURAO VIR,Independent
7256,Maharashtra,Baramati(35),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/BAPUP-2024-5637.jpg,lost,998,( -731314),BAPU PRALHAD PAWAR,Independent
7257,Maharashtra,Baramati(35),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/SHRI-2024-20240418093320.jpg,lost,907,( -731405),RAJENDRA MAHADEV BARAKADE,Independent
7258,Maharashtra,Baramati(35),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/UMESH-2024-6680.jpg,lost,808,( -731504),UMESH MAHADEV MHETRE,Independent
7259,Maharashtra,Baramati(35),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/SHRI-2024-4909.jpg,lost,789,( -731523),SHIVAJI RAMBHAU NANDKHILE,Bharatheeya Jawan Kisan Party
7260,Maharashtra,Baramati(35),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/SHARA-2024-6661.jpg,lost,731,( -731581),SHARAD RAM PAWAR,Independent
7261,Maharashtra,Baramati(35),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/SHRI-2024-6236.jpg,lost,696,( -731616),LAXMAN RAM KUMBHAR,Dalit Soshit Pichhara Varg  Adhikar Dal
7262,Maharashtra,Baramati(35),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/SHRID-2024-6676.jpg,lost,679,( -731633),SHRIDHAR NARAYAN SALVE,Bhim Sena
7263,Maharashtra,Baramati(35),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/BALAS-2024-6682.jpg,lost,655,( -731657),BALASO MARUTI DHAPATE,Independent
7264,Maharashtra,Baramati(35),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/VIJAY-2024-6261.jpg,lost,620,( -731692),VIJAY LAXMAN GHAVALE,Independent
7265,Maharashtra,Baramati(35),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/VISHA-2024-6664.jpg,lost,553,( -731759),VISHAL ARUN PAWAR,Independent
7266,Maharashtra,Baramati(35),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/SAUS-2024-5621.jpg,lost,551,( -731761),SAVITA BHIMRAO KADALE,Hindustan Janta Party
7267,Maharashtra,Baramati(35),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/VIJAY-2024-6223.jpg,lost,301,( -732011),VIJAYPRAKASH ANANT KONDEKAR,Independent
7268,Maharashtra,Baramati(35),img/nota.jpg,,9151,( -723161),NOTA,None of the Above
7269,Maharashtra,Bhiwandi(23),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/SURES-2024-9300.jpg,won,499464,(+ 66121),BALYA MAMA - SURESH GOPINATH MHATRE,Nationalist Congress Party – Sharadchandra Pawar
7270,Maharashtra,Bhiwandi(23),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/KAPIL-2024-9303.jpg,lost,433343,( -66121),KAPIL MORESHWAR PATIL,Bharatiya Janata Party
7271,Maharashtra,Bhiwandi(23),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/NILES-2024-9448.jpg,lost,231417,( -268047),NILESH BHAGWAN SAMBARE,Independent
7272,Maharashtra,Bhiwandi(23),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/KANCH-2024-9771.jpg,lost,24625,( -474839),KANCHAN VINAYAK VAKHARE,New Rashtriya Samaj Party
7273,Maharashtra,Bhiwandi(23),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/TARAP-2024-9468.jpg,lost,6908,( -492556),TARA PINTYA WAGHE,Independent
7274,Maharashtra,Bhiwandi(23),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/MUMAT-2024-20240503085829.jpg,lost,6822,( -492642),MUMATAZ ABDULSATTAR ANSARI,Bahujan Samaj Party
7275,Maharashtra,Bhiwandi(23),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/MANIS-2024-9797.jpg,lost,5120,( -494344),MANISHA SANTOSH GONDHALE,Independent
7276,Maharashtra,Bhiwandi(23),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/MANOJ-2024-9799.jpg,lost,4897,( -494567),MANOJ GOVAR TURE,Independent
7277,Maharashtra,Bhiwandi(23),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/JAHID-2024-10174.jpg,lost,4882,( -494582),JAHID MURABTAR ANSARI,Independent
7278,Maharashtra,Bhiwandi(23),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/CHAND-2024-20240503100612.jpg,lost,3433,( -496031),CHANDRAKANT RAMBHAJI MOTE,Independent
7279,Maharashtra,Bhiwandi(23),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/RAHUL-2024-9995.jpg,lost,3135,( -496329),RAHUL ASHOK KATHOLE,Independent
7280,Maharashtra,Bhiwandi(23),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/ASHOK-2024-9398.jpg,lost,2047,( -497417),ASHOK BHIKU BAHADARE,Sanyukt Bharat Paksh
7281,Maharashtra,Bhiwandi(23),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/PANDA-2024-10576.jpg,lost,2013,( -497451),SURESH PANDAGALE,Apni Prajahit Party
7282,Maharashtra,Bhiwandi(23),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/MILIN-2024-10315.jpg,lost,1861,( -497603),MILIND KASHINATH KAMBLE,Independent
7283,Maharashtra,Bhiwandi(23),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/MOHD-2024-10689.jpg,lost,1741,( -497723),KHAN MOHD AKARAM ABDUL HANAN,All India Majlis-E-Ittehadul Muslimeen
7284,Maharashtra,Bhiwandi(23),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/DANIS-2024-10170.jpg,lost,1586,( -497878),DANISH EZAZ AH. SHAIKH,Bahujan Maha Party
7285,Maharashtra,Bhiwandi(23),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/HARSH-2024-10250.jpg,lost,1568,( -497896),HARSHAD RAMESH MHATRE,Independent
7286,Maharashtra,Bhiwandi(23),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/SHANK-2024-20240503020259.jpg,lost,1445,( -498019),MUTKIRI SHANKAR NAGESH,Independent
7287,Maharashtra,Bhiwandi(23),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/KAPIL-2024-9811.jpg,lost,1242,( -498222),KAPIL JAYHIND PATIL,Independent
7288,Maharashtra,Bhiwandi(23),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/SAIFA-2024-10261.jpg,lost,1189,( -498275),SAIFAN CHAND PATHAN,Bhartiya Manavta Party
7289,Maharashtra,Bhiwandi(23),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/RANJA-2024-10185.jpg,lost,1085,( -498379),RANJANA RAVI TRIBHUWAN,Independent
7290,Maharashtra,Bhiwandi(23),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/MOHD-2024-10304.jpg,lost,937,( -498527),MOHD. KALEEM ANSARI,Peoples Party of India (Democratic)
7291,Maharashtra,Bhiwandi(23),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/WASEE-2024-10215.jpg,lost,805,( -498659),WASEEM TUFAIL SIDDIQUI,Independent
7292,Maharashtra,Bhiwandi(23),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/SURES-2024-10656.jpg,lost,707,( -498757),SURESH SITARAM MHATRE,Independent
7293,Maharashtra,Bhiwandi(23),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/SONAL-2024-20240503104332.jpg,lost,698,( -498766),SONALI ASHOK GANGAWANE,Independent
7294,Maharashtra,Bhiwandi(23),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/VISHA-2024-10274.jpg,lost,601,( -498863),AAPPA - VISHAL VIJAY MORE,Independent
7295,Maharashtra,Bhiwandi(23),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/AMEER-2024-9763.jpg,lost,481,( -498983),PROF. AMEERUL HASAN SAYYED,Independent
7296,Maharashtra,Bhiwandi(23),img/nota.jpg,,9347,( -490117),NOTA,None of the Above
7297,Maharashtra,Dindori (20),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/BHASK-2024-20240503120341.jpg,won,577339,(+ 113199),BHASKAR MURLIDHAR BHAGARE,Nationalist Congress Party – Sharadchandra Pawar
7298,Maharashtra,Dindori (20),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/BHARA-2024-10069.jpg,lost,464140,( -113199),DR. BHARATI PRAVIN PAWAR,Bharatiya Janata Party
7299,Maharashtra,Dindori (20),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/BABUS-2024-20240506120041.jpg,lost,103632,( -473707),BABU SADU BHAGRE (SIR),Independent
7300,Maharashtra,Dindori (20),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/THAVI-2024-10590.jpg,lost,37103,( -540236),DHOMSE MALATI RAHUL,Vanchit Bahujan  Aaghadi
7301,Maharashtra,Dindori (20),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/JAGTA-2024-10633.jpg,lost,15681,( -561658),JAGTAP DIPAK GANPAT,Independent
7302,Maharashtra,Dindori (20),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/TULSH-2024-20240504010953.jpg,lost,9654,( -567685),TULSHIRAM CHIMAN KHOTARE,Bahujan Samaj Party
7303,Maharashtra,Dindori (20),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/KISHO-2024-10619.jpg,lost,8055,( -569284),KISHOR AMBADAS DAGALE,Ambedkarite Party of India
7304,Maharashtra,Dindori (20),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/ANILG-2024-10584.jpg,lost,6441,( -570898),ANIL GAWALIRAM BARDE,Independent
7305,Maharashtra,Dindori (20),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/BHARA-2024-10085.jpg,lost,5621,( -571718),BHARAT ARUN PAWAR,Bahujan Republican  Socialist Party
7306,Maharashtra,Dindori (20),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/GULAB-2024-10594.jpg,lost,4998,( -572341),GULAB MOHAN BARDE,Prabuddha Republican Party
7307,Maharashtra,Dindori (20),img/nota.jpg,,8246,( -569093),NOTA,None of the Above
7308,Maharashtra,Wardha(8),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/AMARS-2024-2952.jpg,won,533106,(+ 81648),AMAR SHARADRAO KALE,Nationalist Congress Party – Sharadchandra Pawar
7309,Maharashtra,Wardha(8),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/RAMDA-2024-20240408115056.jpg,lost,451458,( -81648),RAMDAS CHANDRABHAN TADAS,Bharatiya Janata Party
7310,Maharashtra,Wardha(8),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/MOHAN-2024-3486.jpg,lost,20795,( -512311),DR. MOHAN RAMRAOJI  RAIKWAR,Bahujan Samaj Party
7311,Maharashtra,Wardha(8),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/RAJEN-2024-2936.jpg,lost,15492,( -517614),PROF. RAJENDRA GULABRAO  SALUNKHE,Vanchit Bahujan  Aaghadi
7312,Maharashtra,Wardha(8),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/ASIFK-2024-4131.jpg,lost,15182,( -517924),ASIF,Independent
7313,Maharashtra,Wardha(8),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/KISHO-2024-3746.jpg,lost,12920,( -520186),KISHOR BABA PAVAR,Independent
7314,Maharashtra,Wardha(8),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/SUHAS-2024-3951.jpg,lost,7648,( -525458),SUHAS V. THAKARE,Independent
7315,Maharashtra,Wardha(8),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/AKSHA-2024-3038.jpg,lost,5467,( -527639),AKSHAY MEHARE BHARTIYA,Akhil Bhartiya Parivar Party
7316,Maharashtra,Wardha(8),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/MAROT-2024-4198.jpg,lost,4672,( -528434),MAROTI GULABRAO UIKE,Gondvana Gantantra Party
7317,Maharashtra,Wardha(8),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/ADVBH-2024-2682.jpg,lost,4032,( -529074),ADV. BHASKAR MAROTRAO  NEWARE,Independent
7318,Maharashtra,Wardha(8),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/JAGDI-2024-2949.jpg,lost,2349,( -530757),JAGADISH UDDVRAO  WANKHADE,Independent
7319,Maharashtra,Wardha(8),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/POOJA-2024-3804.jpg,lost,2135,( -530971),POOJA PANKAJ TADAS,Independent
7320,Maharashtra,Wardha(8),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/ANILK-2024-3544.jpg,lost,1971,( -531135),ANIL K. GHUSHE,Independent
7321,Maharashtra,Wardha(8),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/ASHIS-2024-4184.jpg,lost,1828,( -531278),ASHISH LEKHIRAM IZANKAR,Vidarbha Rajya Aghadi
7322,Maharashtra,Wardha(8),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/VIJAY-2024-4114.jpg,lost,1738,( -531368),VIJAY DNYANESHWARRAO  SHRIRAO,Independent
7323,Maharashtra,Wardha(8),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/ARVIN-2024-2590.jpg,lost,1476,( -531630),ARVIND SHAMRAO LILLORE,Independent
7324,Maharashtra,Wardha(8),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/RAMRA-2024-3469.jpg,lost,1438,( -531668),RAMRAO BAJIRAO GHODASKAR,All India Forward Bloc
7325,Maharashtra,Wardha(8),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/KRUSH-2024-4164.jpg,lost,1343,( -531763),KRUSHNA SUBHASHRAO FULKARI,Lok Swarajya Party
7326,Maharashtra,Wardha(8),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/UMESH-2024-4175.jpg,lost,1246,( -531860),UMESH SOMAJI WAWARE,Maharashtra Vikas Aghadi
7327,Maharashtra,Wardha(8),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/KRUSH-2024-2703.jpg,lost,1061,( -532045),KRUSHNA ANNAJI KALODE,Hindrashtra Sangh
7328,Maharashtra,Wardha(8),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/RAMES-2024-2918.jpg,lost,799,( -532307),RAMESH SINHA,Independent
7329,Maharashtra,Wardha(8),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/DRMOR-2024-3841.jpg,lost,797,( -532309),DR. MORESHWAR RAMJI NAGRALE,Republican Party of India
7330,Maharashtra,Wardha(8),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/DIKSH-2024-3686.jpg,lost,736,( -532370),DIXITA ANAND,Desh Janhit Party
7331,Maharashtra,Wardha(8),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/RAHUL-2024-3075.jpg,lost,689,( -532417),RAHUL T. BHOYAR,Independent
7332,Maharashtra,Wardha(8),img/nota.jpg,,4634,( -528472),NOTA,None of the Above
7333,Maharashtra,Maval(33),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/SHRIR-2024-20240424105101.jpg,won,692832,(+ 96615),SHRIRANG APPA CHANDU BARNE,Shiv Sena
7334,Maharashtra,Maval(33),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/SANJO-2024-20240429012727.jpg,lost,596217,( -96615),SANJOG BHIKU WAGHERE PATIL,Shiv Sena (Uddhav Balasaheb Thackrey)
7335,Maharashtra,Maval(33),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/JOSHI-2024-7569.jpg,lost,27768,( -665064),MADHAVITAI  NARESH JOSHI,Vanchit Bahujan  Aaghadi
7336,Maharashtra,Maval(33),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/RAJAR-2024-20240429012229.jpg,lost,14003,( -678829),RAJARAM NARAYAN PATIL,Bahujan Samaj Party
7337,Maharashtra,Maval(33),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/1713790943DOWNLOAD-PIC.jpg,lost,10879,( -681953),ADV JYOTISHWAR VISHNU BHOSALE,Baliraja Party
7338,Maharashtra,Maval(33),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/UMAKA-2024-8159.jpg,lost,5030,( -687802),UMAKANT RAMESHWAR MISHRA,Independent
7339,Maharashtra,Maval(33),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/SANJO-2024-8529.jpg,lost,4830,( -688002),SANJOG  PATIL,Independent
7340,Maharashtra,Maval(33),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/KAMBL-2024-20240429011955.jpg,lost,4829,( -688003),KAMBLE MARUTI APARAI,Independent
7341,Maharashtra,Maval(33),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/AJAYH-2024-8203.jpg,lost,4767,( -688065),AJAY HANUMANT LONDHE,Independent
7342,Maharashtra,Maval(33),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/SANTO-2024-7651.jpg,lost,3825,( -689007),SANTOSH UBALE,Bhim Sena
7343,Maharashtra,Maval(33),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/ADHAL-2024-8176.jpg,lost,3167,( -689665),ADHALGE LAXMAN SADASHIV,Independent
7344,Maharashtra,Maval(33),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/SUHAS-2024-7972.jpg,lost,2923,( -689909),SUHAS MANOHAR RANE,Independent
7345,Maharashtra,Maval(33),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/IQBAL-2024-20240429050533.jpg,lost,2900,( -689932),IQBAL IBRAHIM NAWDEKAR,Independent
7346,Maharashtra,Maval(33),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/DADAR-2024-20240429011856.jpg,lost,2642,( -690190),DADARAO KISAN KAMBLE,Independent
7347,Maharashtra,Maval(33),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/RAHUL-2024-7996.jpg,lost,2282,( -690550),RAHUL NIVRUTTI MADANE,Independent
7348,Maharashtra,Maval(33),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/TUSHA-2024-8016.jpg,lost,2203,( -690629),TUSHAR DIGAMBAR LONDHE,Bahujan Bharat Party
7349,Maharashtra,Maval(33),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/RAHIM-2024-20240429012132.jpg,lost,2149,( -690683),RAHIM MAINUDDIN SAYYAD,Aazad Samaj Party (Kanshi Ram)
7350,Maharashtra,Maval(33),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/INDRA-2024-6967.jpg,lost,2135,( -690697),INDRAJEET D GOND,Independent
7351,Maharashtra,Maval(33),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/SHIVA-2024-20240429012304.jpg,lost,1676,( -691156),SHIVAJI KISAN JADHAV,All India Forward Bloc
7352,Maharashtra,Maval(33),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/YASHW-2024-20240422050248.jpg,lost,1638,( -691194),YASHWANT VITTHAL PAWAR,Kranti Kari Jai Hind Sena
7353,Maharashtra,Maval(33),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S13/PRAFU-2024-7291.jpg,lost,1603,( -691229),PRAFUL PANDIT BHOSALE,Independent
